TSS_position,TSS_strand,TSS_reads,sigma_binding,found_motif, binding+motif,TU_ID,first_gene,genes
2102982,-,84,D,DSNHFE,D,TU_Ecoli-2218,wbbK,wbbK;wbbL_1
2103148,-,6,D,DSFE,D,TU_Ecoli-2219,wbbJ,wbbJ;wbbK;wbbL_1
2103154,-,13,D,DSFE,D,TU_Ecoli-2220,wbbJ,wbbJ;wbbK;wbbL_1
2109265,-,9,DS,DSNHFE,DS,TU_Ecoli-2221,rfbA,rfbA;rfbC;rfbX;glf;rfc;wbbI;wbbJ;wbbK;wbbL_1
2109319,-,56,DS,DSNHE,DS,TU_Ecoli-2222,rfbA,rfbA;rfbC;rfbX;glf;rfc;wbbI;wbbJ;wbbK;wbbL_1
2111402,-,8,DS,DH,D,TU_Ecoli-2223,rfbB,rfbB;rfbD;rfbA;rfbC;rfbX;glf;rfc;wbbI;wbbJ;wbbK;wbbL_1
2111691,-,6,DS,SNHE,S,TU_Ecoli-2224,rfbB,rfbB;rfbD;rfbA;rfbC;rfbX;glf;rfc;wbbI;wbbJ;wbbK;wbbL_1
2111742,-,22,DS,NHF,,TU_Ecoli-2225,rfbB,rfbB;rfbD;rfbA;rfbC;rfbX;glf;rfc;wbbI;wbbJ;wbbK;wbbL_1
2111753,-,9,DS,NF,,TU_Ecoli-2226,rfbB,rfbB;rfbD;rfbA;rfbC;rfbX;glf;rfc;wbbI;wbbJ;wbbK;wbbL_1
2112375,-,56,DSH,DSNHFE,DSH,TU_Ecoli-2227,galF,galF
2112483,-,8,DSH,DSNFE,DS,TU_Ecoli-2228,galF,galF
2112567,-,7,DSH,DSHF,DSH,TU_Ecoli-2229,galF,galF
2135887,+,14,DSNE,DSNHFE,DSNE,TU_Ecoli-2230,yegH,yegH
2135926,+,11,DSNE,DSHFE,DSE,TU_Ecoli-2231,yegH,yegH
2140119,-,34,DH,NF,,TU_Ecoli-2232,asmA,asmA
2140289,-,46,DH,DSNFE,D,TU_Ecoli-2233,dcd,dcd;asmA
2140303,-,481,DH,DSNFE,D,TU_Ecoli-2234,dcd,dcd;asmA
2140619,-,403,DSH,DSHFE,DSH,TU_Ecoli-2235,dcd,dcd;asmA
2141028,-,30,DSH,DSHFE,DSH,TU_Ecoli-2236,udk,udk
2141248,+,74,DSH,DSNE,DS,TU_Ecoli-2237,yegE,yegE
2148569,+,12,D,DSHFE,D,TU_Ecoli-2238,yegJ,yegJ
2151032,-,10,DSF,DSNHF,DSF,TU_Ecoli-2239,yegK,yegK
2151335,+,238,DSF,DSNHFE,DSF,TU_Ecoli-2240,sibA,sibA
2151382,+,167,DSF,SHFE,SF,TU_Ecoli-2241,sibB,sibB
2151390,-,11,DSF,DSNHFE,DSF,TU_Ecoli-2242,yegL,yegL;yegK
2151394,+,1770,DSF,DSFE,DSF,TU_Ecoli-2243,sibB,sibB
2151670,+,210,DSF,DSHE,DS,TU_Ecoli-2244,sibB,sibB
2151688,+,280,DSF,DNF,DF,TU_Ecoli-2245,mdtA,mdtA;mdtB;mdtC;mdtD;baeS;baeR
2151726,+,2392,DSF,DSNHE,DS,TU_Ecoli-2246,mdtA,mdtA;mdtB;mdtC;mdtD;baeS;baeR
2163156,+,13,DSH,DSNHE,DSH,TU_Ecoli-2247,yegP,yegP
2163452,+,11,DSH,DSNHFE,DSH,TU_Ecoli-2248,yegQ,yegQ
2163617,+,40,DSH,DSHFE,DSH,TU_Ecoli-2249,yegQ,yegQ
2165138,+,18802,DSE,DSFE,DSE,TU_Ecoli-2250,cyaR,cyaR
2166709,+,39,S,DSNHE,S,TU_Ecoli-2251,yegS,yegS
2169850,-,7,D,DNE,D,TU_Ecoli-2252,gatR_2,gatR_2
2174886,-,12,DSH,NF,,TU_Ecoli-2253,gatZ,gatZ;gatA;gatB;gatC;gatD
2174969,-,101,DSH,SHFE,SH,TU_Ecoli-2254,gatZ,gatZ;gatA;gatB;gatC;gatD
2174977,-,13,DSH,SHFE,SH,TU_Ecoli-2255,gatZ,gatZ;gatA;gatB;gatC;gatD
2174988,-,15,DSH,DSH,DSH,TU_Ecoli-2256,gatZ,gatZ;gatA;gatB;gatC;gatD
2175000,-,12,DSH,SNHF,SH,TU_Ecoli-2257,gatZ,gatZ;gatA;gatB;gatC;gatD
2175007,-,28,DSH,NF,,TU_Ecoli-2258,gatZ,gatZ;gatA;gatB;gatC;gatD
2175029,-,279,DSH,DSNFE,DS,TU_Ecoli-2259,gatZ,gatZ;gatA;gatB;gatC;gatD
2175036,-,393,DSH,DSNHFE,DSH,TU_Ecoli-2260,gatZ,gatZ;gatA;gatB;gatC;gatD
2175226,-,618,DSH,DSHFE,DSH,TU_Ecoli-2261,gatY,gatY;gatZ;gatA;gatB;gatC;gatD
2175234,-,66,DSH,DSNHFE,DSH,TU_Ecoli-2262,gatY,gatY;gatZ;gatA;gatB;gatC;gatD
2175250,-,58,DSH,DSHE,DSH,TU_Ecoli-2263,gatY,gatY;gatZ;gatA;gatB;gatC;gatD
2176447,+,14,S,DSNH,S,TU_Ecoli-2264,yegT,yegT;yegU;yegV
2176652,-,76,S,DSNHF,S,TU_Ecoli-2265,fbaB,fbaB
2180827,-,70,D,DSHE,D,TU_Ecoli-2266,yegW,yegW
2183339,-,33,DSH,HF,H,TU_Ecoli-2267,thiM,thiM;thiD;yegX
2183345,-,26,DSH,HF,H,TU_Ecoli-2268,thiM,thiM;thiD;yegX
2183360,-,23,DSH,NF,,TU_Ecoli-2269,thiM,thiM;thiD;yegX
2183473,-,55,DSH,DSNHF,DSH,TU_Ecoli-2270,thiM,thiM;thiD;yegX
2183520,-,27,DSH,DSHE,DSH,TU_Ecoli-2271,thiM,thiM;thiD;yegX
2183539,-,149,DSH,SHF,SH,TU_Ecoli-2272,thiM,thiM;thiD;yegX
2183561,+,39,DSH,DSHF,DSH,TU_Ecoli-2273,rcnA,rcnA
2183611,+,5,DSH,SHFE,SH,TU_Ecoli-2274,rcnA,rcnA
2183841,-,231,DSH,DS,DS,TU_Ecoli-2275,rcnR,rcnR
2183891,+,12,DSH,DSE,DS,TU_Ecoli-2276,rcnA,rcnA
2183912,+,25,DSH,DSN,DS,TU_Ecoli-2277,rcnA,rcnA
2190708,-,11,DS,DNFE,D,TU_Ecoli-2278,yehD,yehD;yehC;yehB;yehA
2190749,-,9,DS,DSNHE,DS,TU_Ecoli-2279,yehD,yehD;yehC;yehB;yehA
2190865,-,10,DS,DSNH,DS,TU_Ecoli-2280,yehE,yehE
2192200,-,28,D,SNFE,,TU_Ecoli-2281,mrp,mrp
2192221,-,90,D,DS,D,TU_Ecoli-2282,mrp,mrp
2192291,+,18,D,DSFE,D,TU_Ecoli-2283,metG,metG
2192313,+,8,D,DSH,D,TU_Ecoli-2284,metG,metG
2192322,+,10,D,DSHE,D,TU_Ecoli-2285,metG,metG
2195034,+,39,D,DSE,D,TU_Ecoli-2286,molR_2,molR_2
2195152,+,14,D,DSNHF,D,TU_Ecoli-2287,molR_2,molR_2
2201395,+,10,DS,DSHF,DS,TU_Ecoli-2288,yehK,yehK
2201808,+,23,DS,DSHF,DS,TU_Ecoli-2289,yehK,yehK
2202424,+,482,DS,DSNHF,DS,TU_Ecoli-2290,yehL,yehL;yehM;yehP;yehQ
2212862,+,23,DS,DSNFE,DS,TU_Ecoli-2291,mlrA,mlrA
2213369,+,18,D,NFE,,TU_Ecoli-2292,yohO,yohO
2213426,+,5,D,NHFE,,TU_Ecoli-2293,yohO,yohO
2213434,+,7,D,NHE,,TU_Ecoli-2294,yohO,yohO
2213505,+,7,D,SHFE,,TU_Ecoli-2295,yohO,yohO
2213518,+,10,D,SFE,,TU_Ecoli-2296,yohO,yohO
2213659,+,9,D,DSNFE,D,TU_Ecoli-2297,yohO,yohO
2217545,-,15,S,DSHFE,S,TU_Ecoli-2298,osmF,osmF;yehY;yehX;yehW
2220176,+,19,DS,DSNHFE,DS,TU_Ecoli-2299,dld,dld
2222943,-,8,D,DSH,D,TU_Ecoli-2300,pbpG,pbpG
2222963,-,362,D,DSNHF,D,TU_Ecoli-2301,pbpG,pbpG
2223154,-,7,D,HFE,,TU_Ecoli-2302,pbpG,pbpG
2223465,-,11,DS,DSNHFE,DS,TU_Ecoli-2303,pbpG,pbpG
2223686,-,2720,DS,DSFE,DS,TU_Ecoli-2304,yohC,yohC
2223799,+,1113,DS,DSNHE,DS,TU_Ecoli-2305,yohD,yohD
2225316,-,240,S,DSHE,S,TU_Ecoli-2306,yohF,yohF
2226884,-,33,DS,DSHFE,DS,TU_Ecoli-2307,yohH,yohH
2228507,-,21,D,SNHE,,TU_Ecoli-2308,dusC,dusC
2228517,+,6,D,DSNHF,D,TU_Ecoli-2309,yohJ,yohJ;yohK
2228625,+,154,D,DSNE,D,TU_Ecoli-2310,yohJ,yohJ;yohK
2228667,+,5,D,N,,TU_Ecoli-2311,yohK,yohK
2228731,+,12,D,DSNHF,D,TU_Ecoli-2312,yohK,yohK
2229539,+,9,DS,SNHE,S,TU_Ecoli-2313,cdd,cdd
2229688,+,8,DS,DSNHFE,DS,TU_Ecoli-2314,cdd,cdd
2229839,+,75,DS,DSNE,DS,TU_Ecoli-2315,cdd,cdd
2230873,+,26,D,DSNE,D,TU_Ecoli-2316,sanA,sanA;yeiS
2230938,+,5,D,NHF,,TU_Ecoli-2317,yeiS,yeiS
2231595,+,13,DSF,HFE,F,TU_Ecoli-2318,yeiS,yeiS
2232016,+,72,DSF,DSE,DS,TU_Ecoli-2319,yeiT,yeiT;yeiA
2236140,-,11,DH,DNHFE,DH,TU_Ecoli-2320,mglC,mglC
2236312,-,5,DH,DSNHFE,DH,TU_Ecoli-2321,mglC,mglC
2238371,-,12,DS,DHFE,D,TU_Ecoli-2322,mglB,mglB;mglA;mglC
2238510,-,9,DS,DSNHFE,DS,TU_Ecoli-2323,mglB,mglB;mglA;mglC
2238588,-,6,DS,DSHFE,DS,TU_Ecoli-2324,mglB,mglB;mglA;mglC
2241426,-,35,DS,DNHFE,D,TU_Ecoli-2325,yeiB,yeiB;galS
2241458,-,31,DS,DSNHFE,DS,TU_Ecoli-2326,yeiB,yeiB;galS
2241744,-,150,DS,DSHFE,DS,TU_Ecoli-2327,folE,folE;yeiB;galS
2241821,-,116,DS,DSNHF,DS,TU_Ecoli-2328,folE,folE;yeiB;galS
2241903,+,106,DS,DSNHFE,DS,TU_Ecoli-2329,yeiG,yeiG
2245120,-,6,DS,NHE,,TU_Ecoli-2330,cirA,cirA
2245142,-,78,DS,DSNHE,DS,TU_Ecoli-2331,cirA,cirA
2245162,-,8,DS,NHF,,TU_Ecoli-2332,cirA,cirA
2246582,-,14,DS,DSNHFE,DS,TU_Ecoli-2333,lysP,lysP
2246660,-,15,DS,DSF,DS,TU_Ecoli-2334,lysP,lysP
2246778,-,6,DS,SE,S,TU_Ecoli-2335,lysP,lysP
2246901,-,5,DS,DNHFE,D,TU_Ecoli-2336,lysP,lysP
2247664,-,16,D,DSHFE,D,TU_Ecoli-2337,yeiE,yeiE
2247722,+,26,D,DSH,D,TU_Ecoli-2338,yeiH,yeiH
2247773,-,159,D,DSNHFE,D,TU_Ecoli-2339,yeiE,yeiE
2247932,-,6,D,DSNH,D,TU_Ecoli-2340,yeiE,yeiE
2248538,+,5,D,DSHE,D,TU_Ecoli-2341,nfo,nfo;yeiI
2249102,+,19,D,DSFE,D,TU_Ecoli-2342,yeiI,yeiI
2249146,+,34,D,DSNHFE,D,TU_Ecoli-2343,yeiI,yeiI
2261425,+,5,DS,DSNFE,DS,TU_Ecoli-2344,setB,setB
2262845,+,16,D,DSNHF,D,TU_Ecoli-2345,yeiP,yeiP
2262857,+,65,D,DSNH,D,TU_Ecoli-2346,yeiP,yeiP
2263353,-,73,D,DNF,D,TU_Ecoli-2347,yeiW,yeiW
2264236,+,66,DS,DSNHFE,DS,TU_Ecoli-2348,yeiQ,yeiQ
2265639,+,14,D,DNF,D,TU_Ecoli-2349,yeiR,yeiR;lpxT
2265818,+,53,D,DSH,D,TU_Ecoli-2350,yeiR,yeiR;lpxT
2267833,+,85,D,DSHFE,D,TU_Ecoli-2351,spr,spr
2267942,+,190,D,DSNHFE,D,TU_Ecoli-2352,spr,spr
2268159,+,20,D,DNF,D,TU_Ecoli-2353,rtn,rtn
2268174,+,22,D,DSNHE,D,TU_Ecoli-2354,rtn,rtn
2268273,+,26,D,SHF,,TU_Ecoli-2355,rtn,rtn
2268433,+,9,D,NFE,,TU_Ecoli-2356,rtn,rtn
2268505,+,58,D,DSNF,D,TU_Ecoli-2357,rtn,rtn
2268700,+,14,D,DSN,D,TU_Ecoli-2358,rtn,rtn
2268717,+,9,D,DSNHFE,D,TU_Ecoli-2359,rtn,rtn
2270335,+,70,DS,DSNHF,DS,TU_Ecoli-2360,yejA,yejA;yejB;yejE;yejF
2272694,+,6,D,DSNH,D,TU_Ecoli-2361,yejE,yejE;yejF
2273266,+,67,D,DSNHF,D,TU_Ecoli-2362,yejE,yejE;yejF
2276287,-,58,DS,DSNFE,DS,TU_Ecoli-2363,yejG,yejG
2276298,-,38,DS,DSNF,DS,TU_Ecoli-2364,yejG,yejG
2278457,-,13,DS,HFE,,TU_Ecoli-2365,bcr,bcr
2278536,+,5,DS,DNHFE,D,TU_Ecoli-2366,yejH,yejH
2278553,-,5,DS,DSHFE,DS,TU_Ecoli-2367,rsuA,rsuA;bcr
2278566,-,18,DS,DSNHFE,DS,TU_Ecoli-2368,rsuA,rsuA;bcr
2278615,-,7,DS,DSNF,DS,TU_Ecoli-2369,rsuA,rsuA;bcr
2278630,+,13,DS,DSFE,DS,TU_Ecoli-2370,yejH,yejH
2280463,+,254,D,DSH,D,TU_Ecoli-2371,rplY,rplY
2281990,-,5,D,DF,D,TU_Ecoli-2372,yejK,yejK
2282124,+,42,D,DSFE,D,TU_Ecoli-2373,yejL,yejL;yejM
2282192,+,6,D,DSNHFE,D,TU_Ecoli-2374,yejM,yejM
2282205,+,6,D,SFE,,TU_Ecoli-2375,yejM,yejM
2282216,+,15,D,NFE,,TU_Ecoli-2376,yejM,yejM
2282236,+,6,D,NF,,TU_Ecoli-2377,yejM,yejM
2282250,+,14,D,SNHE,,TU_Ecoli-2378,yejM,yejM
2282382,+,8,D,DHFE,D,TU_Ecoli-2379,yejM,yejM
2288386,+,121,DSNH,DSNF,DSN,TU_Ecoli-2380,narP,narP
2288488,-,340,DSNH,DSNFE,DSN,TU_Ecoli-2381,insH-8,insH-8
2295933,-,19,D,DSN,D,TU_Ecoli-2382,ccmA,ccmA;ccmB;ccmC;ccmD;ccmE;ccmF;ccmG;ccmH
2296068,-,5,D,SNHE,,TU_Ecoli-2383,ccmA,ccmA;ccmB;ccmC;ccmD;ccmE;ccmF;ccmG;ccmH
2296272,-,9,D,DSF,D,TU_Ecoli-2384,ccmA,ccmA;ccmB;ccmC;ccmD;ccmE;ccmF;ccmG;ccmH
2301883,+,7,DS,DSHFE,DS,TU_Ecoli-2385,eco,eco
2304825,-,33,DS,DSNFE,DS,TU_Ecoli-2386,mqo,mqo
2304854,-,10,DS,DSHE,DS,TU_Ecoli-2387,mqo,mqo
2306690,-,5,DH,DSN,D,TU_Ecoli-2388,yojI,yojI
2308438,-,62,S,DSNHFE,S,TU_Ecoli-2389,ada,ada;alkB
2310788,-,6,DSN,DNF,DN,TU_Ecoli-2390,ompC,ompC;apbE
2310850,-,80,DSN,DSNHFE,DSN,TU_Ecoli-2391,ompC,ompC;apbE
2310888,-,6,DSN,DSE,DS,TU_Ecoli-2392,ompC,ompC;apbE
2311106,+,495,DSN,DSNHFE,DSN,TU_Ecoli-2393,micF,micF
2311112,+,94,DSN,DSFE,DS,TU_Ecoli-2394,rcsD,rcsD
2311474,+,5,DSN,DSNHF,DSN,TU_Ecoli-2395,rcsD,rcsD
2313717,+,49,DS,DSHFE,DS,TU_Ecoli-2396,rcsB,rcsB
2313733,+,66,DS,DSNHFE,DS,TU_Ecoli-2397,rcsB,rcsB
2313734,+,66,DS,DSNHFE,DS,TU_Ecoli-2398,rcsB,rcsB
2313744,+,73,DS,DSFE,DS,TU_Ecoli-2399,rcsB,rcsB
2313997,+,507,DS,DSNFE,DS,TU_Ecoli-2400,rcsB,rcsB
2317933,-,491,DSN,DSNHF,DSN,TU_Ecoli-2401,rcsC,rcsC
2318151,-,62,DSN,DSNHFE,DSN,TU_Ecoli-2402,rcsC,rcsC
2318489,-,11,DSN,DSNFE,DSN,TU_Ecoli-2403,rcsC,rcsC
2320971,+,8,N,SNH,N,TU_Ecoli-2404,atoD,atoD;atoA;atoE;atoB
2337473,-,156,DSH,DSN,DS,TU_Ecoli-2405,gyrA,gyrA
2337479,-,49,DSH,DSNF,DS,TU_Ecoli-2406,gyrA,gyrA
2337562,+,303,DSH,DSNE,DS,TU_Ecoli-2407,ubiG,ubiG
2342780,+,8,DH,DSNHE,DH,TU_Ecoli-2408,nrdA,nrdA;nrdB;yfaE
2342883,+,7,DH,SNFE,,TU_Ecoli-2409,nrdA,nrdA;nrdB;yfaE
2342964,-,210,DH,NHF,H,TU_Ecoli-2410,ypaB,ypaB
2345086,+,58,D,DSNHFE,D,TU_Ecoli-2411,nrdB,nrdB;yfaE
2345374,+,78,D,DN,D,TU_Ecoli-2412,nrdB,nrdB;yfaE
2348030,-,15,DS,DSH,DS,TU_Ecoli-2413,inaA,inaA
2348145,-,89,DS,DSNHFE,DS,TU_Ecoli-2414,inaA,inaA
2355576,+,619,D,DSNHFE,D,TU_Ecoli-2415,ypaA,ypaA
2362126,-,23,D,DHF,D,TU_Ecoli-2416,yfaY,yfaY
2362141,-,44,D,FE,,TU_Ecoli-2417,yfaY,yfaY
2362184,-,10,D,DSNHF,D,TU_Ecoli-2418,yfaY,yfaY
2362338,-,11,D,DSNHE,D,TU_Ecoli-2419,yfaZ,yfaZ
2362394,-,5,D,DSNE,D,TU_Ecoli-2420,yfaZ,yfaZ
2362561,+,12,D,DSNHE,D,TU_Ecoli-2421,nudI,nudI
2370292,+,193,SN,DSNHF,SN,TU_Ecoli-2422,arnE,arnE;arnF
2371593,-,145,DS,DSE,DS,TU_Ecoli-2423,pmrD,pmrD
2374996,-,153,NH,DSH,H,TU_Ecoli-2424,menB,menB;menC;menE
2378779,-,430,D,N,,TU_Ecoli-2425,menF,menF;menD;menH;menB;menC;menE
2378787,-,589,D,N,,TU_Ecoli-2426,menF,menF;menD;menH;menB;menC;menE
2378826,-,1606,D,DNHF,D,TU_Ecoli-2427,menF,menF;menD;menH;menB;menC;menE
2379075,-,5152,DSN,DSHF,DS,TU_Ecoli-2428,elaB,elaB
2379541,+,10,DSN,DNFE,DN,TU_Ecoli-2429,rbn,rbn
2379557,-,17,DSN,DSF,DS,TU_Ecoli-2430,elaB,elaB
2379565,-,5,DSN,SNFE,SN,TU_Ecoli-2431,elaA,elaA
2379585,-,56,DSN,DSNF,DSN,TU_Ecoli-2432,elaA,elaA
2379604,+,10,DSN,DS,DS,TU_Ecoli-2433,rbn,rbn
2383278,+,5,DS,DSNHF,DS,TU_Ecoli-2434,yfbL,yfbL;yfbM
2383426,+,181,DS,DSNHFE,DS,TU_Ecoli-2435,yfbL,yfbL;yfbM
2402864,-,6,DS,SNH,S,TU_Ecoli-2436,nuoB,nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2402911,-,8,DS,N,,TU_Ecoli-2437,nuoB,nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2403015,-,7,DS,SNHF,S,TU_Ecoli-2438,nuoB,nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2403076,-,58,DS,NF,,TU_Ecoli-2439,nuoB,nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2403088,-,11,DS,DSNHE,DS,TU_Ecoli-2440,nuoB,nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2403099,-,64,DS,DSNH,DS,TU_Ecoli-2441,nuoA,nuoA;nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2403162,-,18,DS,DSN,DS,TU_Ecoli-2442,nuoA,nuoA;nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2403222,-,4218,DS,DSE,DS,TU_Ecoli-2443,nuoA,nuoA;nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN
2404842,-,32,DSH,DSHFE,DSH,TU_Ecoli-2444,lrhA,lrhA
2405034,-,787,DSH,DSH,DSH,TU_Ecoli-2445,lrhA,lrhA
2406710,+,33,D,NFE,,TU_Ecoli-2446,yfbR,yfbR
2406857,+,64,D,DSHF,D,TU_Ecoli-2447,yfbR,yfbR
2409401,-,5,D,DN,D,TU_Ecoli-2448,yfbS,yfbS
2409505,-,7,D,DSHE,D,TU_Ecoli-2449,yfbS,yfbS
2409681,-,11,D,F,,TU_Ecoli-2450,yfbS,yfbS
2409814,-,12,D,DSHFE,D,TU_Ecoli-2451,yfbS,yfbS
2410978,-,35,DSH,DSHF,DSH,TU_Ecoli-2452,yfbU,yfbU;yfbT
2411060,-,30,DSH,NFE,,TU_Ecoli-2453,yfbU,yfbU;yfbT
2411068,-,23,DSH,NFE,,TU_Ecoli-2454,yfbU,yfbU;yfbT
2411093,-,10,DSH,DN,D,TU_Ecoli-2455,yfbU,yfbU;yfbT
2411259,-,178,DSH,DSNFE,DS,TU_Ecoli-2456,yfbV,yfbV
2411269,+,16,DSH,DSHFE,DSH,TU_Ecoli-2457,ackA,ackA;pta
2411272,-,270,DSH,DSNE,DS,TU_Ecoli-2458,yfbV,yfbV
2411312,-,129,DSH,DSNHFE,DSH,TU_Ecoli-2459,yfbV,yfbV
2411389,+,37,DSH,DSNHFE,DSH,TU_Ecoli-2460,ackA,ackA;pta
2411449,+,27,DSH,DSNHF,DSH,TU_Ecoli-2461,ackA,ackA;pta
2411704,-,133,DSH,DSFE,DS,TU_Ecoli-2462,yfbV,yfbV
2411815,-,33,DSH,DSNHE,DSH,TU_Ecoli-2463,yfbV,yfbV
2414793,+,6,D,DNFE,D,TU_Ecoli-2464,yfcC,yfcC
2417208,-,6,D,NHF,,TU_Ecoli-2465,yfcD,yfcD
2417246,-,8,D,DNHF,D,TU_Ecoli-2466,yfcD,yfcD
2417312,-,12,D,DSNF,D,TU_Ecoli-2467,yfcD,yfcD
2417321,-,7,D,DSN,D,TU_Ecoli-2468,yfcD,yfcD
2417785,-,14,D,DN,D,TU_Ecoli-2469,yfcD,yfcD
2417830,-,409,D,DSHFE,D,TU_Ecoli-2470,yfcE,yfcE;yfcD
2418403,-,12,D,SNHFE,,TU_Ecoli-2471,yfcE,yfcE;yfcD
2418535,-,28,D,DSHFE,D,TU_Ecoli-2472,yfcF,yfcF
2418614,+,193,D,DSNFE,D,TU_Ecoli-2473,yfcG,yfcG
2419323,+,170,DS,DSN,DS,TU_Ecoli-2474,folX,folX;yfcH
2419583,+,45,DS,DFE,D,TU_Ecoli-2475,yfcH,yfcH
2419630,+,29,DS,DF,D,TU_Ecoli-2476,yfcH,yfcH
2419641,+,1555,DS,DSNE,DS,TU_Ecoli-2477,yfcH,yfcH
2424449,-,17,D,FE,,TU_Ecoli-2478,hisQ,hisQ;hisM;hisP
2424502,-,5,D,NFE,,TU_Ecoli-2479,hisQ,hisQ;hisM;hisP
2424562,-,8,D,DSFE,D,TU_Ecoli-2480,hisQ,hisQ;hisM;hisP
2424594,-,7,D,SHE,,TU_Ecoli-2481,hisQ,hisQ;hisM;hisP
2424618,-,12,D,DSHF,D,TU_Ecoli-2482,hisQ,hisQ;hisM;hisP
2424627,-,5,D,DNHFE,D,TU_Ecoli-2483,hisQ,hisQ;hisM;hisP
2424634,-,13,D,DNHFE,D,TU_Ecoli-2484,hisQ,hisQ;hisM;hisP
2424859,-,22,D,DSNHFE,D,TU_Ecoli-2485,hisJ,hisJ;hisQ;hisM;hisP
2425015,-,5,D,DFE,D,TU_Ecoli-2486,hisJ,hisJ;hisQ;hisM;hisP
2425022,-,6,D,DSNFE,D,TU_Ecoli-2487,hisJ,hisJ;hisQ;hisM;hisP
2425041,-,5,D,S,,TU_Ecoli-2488,hisJ,hisJ;hisQ;hisM;hisP
2425059,-,7,D,DHF,D,TU_Ecoli-2489,hisJ,hisJ;hisQ;hisM;hisP
2425424,-,49,DSN,SNHFE,SN,TU_Ecoli-2490,hisJ,hisJ;hisQ;hisM;hisP
2425870,-,31,DSN,DNHF,DN,TU_Ecoli-2491,argT,argT
2425926,-,36,DSN,DSE,DS,TU_Ecoli-2492,argT,argT
2425959,-,303,DSN,DSNHFE,DSN,TU_Ecoli-2493,argT,argT
2426340,-,7,DSN,DSNE,DSN,TU_Ecoli-2494,argT,argT
2426353,-,7,DSN,DSHE,DS,TU_Ecoli-2495,argT,argT
2428438,-,5,D,N,,TU_Ecoli-2496,purF,purF;ubiX
2428569,-,11,D,DSNHFE,D,TU_Ecoli-2497,purF,purF;ubiX
2428610,-,5,D,NF,,TU_Ecoli-2498,purF,purF;ubiX
2428642,-,23,D,DSNHF,D,TU_Ecoli-2499,purF,purF;ubiX
2428821,-,460,D,DSFE,D,TU_Ecoli-2500,cvpA,cvpA;purF;ubiX
2429151,-,39,D,DSHFE,D,TU_Ecoli-2501,cvpA,cvpA;purF;ubiX
2429959,-,63,DS,DSNF,DS,TU_Ecoli-2502,dedD,dedD
2432036,-,197,D,DSNHE,D,TU_Ecoli-2503,accD,accD;folC
2432194,-,159,D,DSHFE,D,TU_Ecoli-2504,accD,accD;folC
2432215,-,153,D,DSNH,D,TU_Ecoli-2505,accD,accD;folC
2432365,-,89,D,DSNHF,D,TU_Ecoli-2506,accD,accD;folC
2432376,-,57,D,FE,,TU_Ecoli-2507,accD,accD;folC
2434913,-,47,DH,DSNE,D,TU_Ecoli-2508,usg,usg;truA;dedA
2435905,-,30,D,DSNHF,D,TU_Ecoli-2509,pdxB,pdxB;usg;truA;dedA
2438187,-,7,D,DHE,D,TU_Ecoli-2510,yfcJ,yfcJ
2438258,-,8,D,DSNHFE,D,TU_Ecoli-2511,yfcJ,yfcJ
2438534,-,190,D,DSNHFE,D,TU_Ecoli-2512,yfcJ,yfcJ
2438562,-,7,D,F,,TU_Ecoli-2513,yfcJ,yfcJ
2438598,-,72,D,NF,,TU_Ecoli-2514,yfcJ,yfcJ
2439663,-,83,DS,DSHE,DS,TU_Ecoli-2515,fabB,fabB
2439761,+,585,DS,DSHFE,DS,TU_Ecoli-2516,mnmC,mnmC
2446289,+,5,D,NHF,,TU_Ecoli-2517,yfcN,yfcN
2446495,-,8,D,DSNHF,D,TU_Ecoli-2518,prmB,prmB;aroC;mepA;yfcA;yfcM;yfcL
2446589,-,8,D,DSNHE,D,TU_Ecoli-2519,prmB,prmB;aroC;mepA;yfcA;yfcM;yfcL
2454295,-,11,DS,DSNE,DS,TU_Ecoli-2520,yfcV,yfcV;yfcU;yfcS;yfcR;yfcQ;yfcP;yfcO
2454310,-,36,DS,DSNHFE,DS,TU_Ecoli-2521,yfcV,yfcV;yfcU;yfcS;yfcR;yfcQ;yfcP;yfcO
2454834,-,57,DE,DHFE,DE,TU_Ecoli-2522,sixA,sixA
2454902,-,93,DE,DNHE,DE,TU_Ecoli-2523,sixA,sixA
2455397,-,18,DE,NFE,E,TU_Ecoli-2524,sixA,sixA
2458504,-,6,DS,SNHE,S,TU_Ecoli-2525,fadI,fadI;fadJ
